Logged,dvchost,processCmd,fileName,eventName,act,endpointHostName,objectUser
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.PowerShell.ConsoleHost.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.Runtime.Serialization.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Management.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Data.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.Management.Infrastructure.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Configuration.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:36,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.DirectoryServices.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:35,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:35,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90535,NT AUTHORITY\SYSTEM
2023-09-11 09:36:34,ibcxap.manage.trendmicro.com,C:\windows\Explorer.EXE,"[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,GLOBAL\matthew.pugh
2023-09-11 09:36:34,ibcxap.manage.trendmicro.com,C:\windows\Explorer.EXE,"[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,GLOBAL\matthew.pugh
2023-09-11 09:36:34,ibcxap.manage.trendmicro.com,C:\windows\system32\svchost.exe -k DcomLaunch -p,"[""Microsoft.Notes.exe""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:34,ibcxap.manage.trendmicro.com,C:\windows\Explorer.EXE,"[""System.Drawing.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,GLOBAL\matthew.pugh
2023-09-11 09:36:33,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 1d4 -InterruptEvent 0 -NGENProcess 1c4 -Pipe 1d0 -Comment ""NGen Worker Process""","[""Microsoft.PowerShell.ConsoleHost.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 1d4 -InterruptEvent 0 -NGENProcess 1c4 -Pipe 1d0 -Comment ""NGen Worker Process""","[""System.Configuration.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.Configuration.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91089,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 1d4 -InterruptEvent 0 -NGENProcess 1c4 -Pipe 1d0 -Comment ""NGen Worker Process""","[""System.Management.Automation.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:32,ibcxap.manage.trendmicro.com,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 1d4 -InterruptEvent 0 -NGENProcess 1c4 -Pipe 1d0 -Comment ""NGen Worker Process""","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:28,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93054,NT AUTHORITY\SYSTEM
2023-09-11 09:36:28,ibcxap.manage.trendmicro.com,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe"" /RuntimeWide /StopEvent:1208","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:28,ibcxap.manage.trendmicro.com,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe"" /RuntimeWide /StopEvent:1200","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:28,ibcxap.manage.trendmicro.com,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe"" /RuntimeWide /StopEvent:1208","[""System.Management.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:28,ibcxap.manage.trendmicro.com,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe"" /RuntimeWide /StopEvent:1200","[""System.Management.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:27,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\ScreenConnect Client (8dfe20910836ae5a)\ScreenConnect.ClientService.exe"" ""?e=Access&y=Guest&h=instance-qn10uz-relay.screenconnect.com&p=443&s=826987d0-cfe8-44e4-829c-8855cbf2e84a&k=BgIAAACkAABSU0ExAAgAAAEAAQBlGd4MXDFMj4o5yGdN5VVvYlytZdmAEKFiMnW%2bHh7rsG09%2bgdODTwGWmBI%2baTW5IYSgSIF4NE8EcwxVA3GTNm4AuQE%2bS8yAAVMAh2Fk0k7je%2boCFupY2o1Yim26QXfdKFERxYniHSCHkB76445Eu0y6PNla9XcCBAN2VpgbAcw469mwptKuMySWwMUPcoKS2l7qJHf6YKGv0A7J6ndVdsdU3z3uvkcCjKldZC5BWYzsbcQQmHv%2fWx988PudDyGEtmDX%2b9fpYWoP0zGm8kRLyoG%2fwMUclZr8akUGUmWBMoj%2fxNfx3wE0OX0pnJAIEeL6UgkAvTssEy0Z1FzjnjZhL3P&v=AQAAANCMnd8BFdERjHoAwE%2fCl%2bsBAAAAUUegkYwBzEKREM06Nnhv7wAAAAACAAAAAAAQZgAAAAEAACAAAACTKEBJbK4wlbkf3adnO6p9I%2fbIUr3jdJKzkJ6zSEvUZgAAAAAOgAAAAAIAACAAAACsTzvoY9loFsmXKJH1Mw0Y2JRiWW%2fWWjJC96q19vQjMKAEAADMJ01RAeeCWPGvesA%2fGr%2fpxifAjbLe3JiIvoeV1c0opfol41c6UljXdGqVn%2bQcv4ArNX0VzrKaVRRYg6NGpF03K4cudTHylHC9HRwYqkeHzpuYKUIKi56YQhq4hp6YylV2p9HGca3VAgv2zNRXoIHSArjK2%2fqtFPzRuuc6nA11EHcNkljoiBUw39XrV1ZcDxKugAyCL7tndjk4UZTbp%2fpPMEoCqSprrkmMKYwEsCihCUA3NKjFXSf8TdAZw8qpfOUvPGOa8de7GnN%2fMYB7qe0zLdD1LbINs1fuQNh%2bHdKOdmhw%2fotumwm13vuUssRk%2floI3uPejgXjdLUTA0%2bbBHCd%2f2C3So%2fsHvuHGHM4QstDV4KmK5EsX8SnHMxD1hxzNORO80IGDE8gdCOph4V5CSYDA2o2wUtBCDJDfru%2bf36H6HGnFQYJVYF8sPUuJ8g3ZN%2fkmUbW%2bCVJ%2bYfm%2f89npWBg5QBaoIpKj65X0AwRN0LPJAL1OxqC3n7ZSUXmBRGJF615LedW%2fZ4rjklWVDF2Bx2Wi0qijMCMwl7LqdyKZWxNzLOVZfQSOoRgglGLz356U59QXLa8tUliwV%2fSsu4GJFQmDZfXXd0Wkeyq78Jnti6nIL5Il5eHI%2bRIifFHe7%2f7MkTtfOHX%2ffyegUtHGlRdeBwjDtIFT0nT2C3nETThqeueP81C0qXuIpyx0%2bRgi9rbhQw71hwS%2fFrklZPS2rdSgkbaIB6%2btpuYVj%2bDlS%2bNG4wZ1ratpqjv0xrmaPanT3qX%2bGdvZ1Xq20Spzn3Gn%2bA6BK1Fmg4Nv6Bl%2b3iTk%2bVooasDtUtInxWFb2SexSnms0A%2ftBvYXBHEnZo%2fzwMJ2%2bOqoCpzeJtvEmYiO19rid8LcHXf8TjshirZA9aprzujfuy9D5I%2fybF66vIq7rz6eahKjj4PA7yosxslINNAUKDOWXMAtlN0Zis3aoEJ9x3bINyQJDZR5jnyEz0XwzdiAHooYh%2fJP85wk6eANJiUiA6kAXQjIzJHrt%2fcKezAAg5Ashh8aHiV%2boPduYP07qsA4vSsOxHuspcyGjs9KT9zNoD2JIlyHoOxsRwHWA0lVp0mMHKZ%2bqKBwhhZRhwPSPIutOz9Zlu32xlt4C8OIfDF1Ggl54J9aK9eB5WWop6kcwgNpDRXt9DT0VEZaYuqYukEoN8OZvf5CwE0Er1UlcI5vtAB%2btofUdS2UUS9LXFEyQID4y7mK7FHQ5tgbb16uj%2bQuElGAY3bZVUGM4OHeo2lHD%2fP2yx%2fPBk%2brtXFKqs1b6q4lNMaHDbo33BBaJNlwtiFoMauEMudx%2fYzvyuoIZ2jX7VfjUUwMnswN3tQByy97E%2bAmqtPsuEpjPooNcx7h1f67M1%2b%2brOwTjrpzAfQaCTu91a%2fZGvbski7ST2QweiYAcXWfN%2faaXGUkQadCKGnU63H3wvtwaVmYpD2E%2fdE0e8zaYNbK3wJJzLF5%2fwxk1zC5%2fMEL4oH0kxwhUv6KlikJsPKZRSK1cK1lRZKAj1BeNZueBKkiBXRR%2f%2fQ7NAtrlyOIGemAN6b%2fV9Bep0lHXI7OMWiCfwIE4sUxMwxYDwpol7lAD8KbUHKS0AAAADT%2f3%2bwutfJ6GS4Bdy4%2b7Gvcu2Aldt5RquKV4HNRsm3BXg1g%2bEAZ070TYrZzNmgvk6IIzj6vryOS0diDl8hWBOD&c=NEC%20Care&c=NEC%20Care&c=&c=&c=&c=&c=&c=""","[""ScreenConnect.WindowsClient.exe""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-800092GB,NT AUTHORITY\SYSTEM
2023-09-11 09:36:27,ibcxap.manage.trendmicro.com,"""C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe"" /RuntimeWide /StopEvent:1200","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:27,ibcxap.manage.trendmicro.com,taskhostw.exe,"[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-93064,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.DirectoryServices.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.Management.Infrastructure.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Data.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Management.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:18,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Numerics.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:17,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Management.Automation.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:17,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:17,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:17,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.PowerShell.ConsoleHost.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91910,NT AUTHORITY\SYSTEM
2023-09-11 09:36:16,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\ClientHealthEval.exe""","[""System.Runtime.Serialization.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-90679,NT AUTHORITY\SYSTEM
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Kodak Alaris\Capture Pro\CaptureProcess.exe""","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",DT-800421,GLOBAL\Aaron.dixon
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\agentexecutor.exe""  -proxy  ""GLOBAL\Kate.Wooster"" https://fef.amsub0502.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService","[""System.Web.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-801027,GLOBAL\Kate.Wooster
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Kodak Alaris\Capture Pro\CaptureProcess.exe""","[""System.Configuration.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",DT-800421,GLOBAL\Aaron.dixon
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Kodak Alaris\Capture Pro\CaptureProcess.exe""","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",DT-800421,GLOBAL\Aaron.dixon
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\agentexecutor.exe""  -proxy  ""GLOBAL\Kate.Wooster"" https://fef.amsub0502.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService","[""System.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-801027,GLOBAL\Kate.Wooster
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Microsoft Intune Management Extension\agentexecutor.exe""  -proxy  ""GLOBAL\Kate.Wooster"" https://fef.amsub0502.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-801027,GLOBAL\Kate.Wooster
2023-09-11 09:36:13,ibcxap.manage.trendmicro.com,"""C:\Program Files (x86)\Kodak Alaris\Capture Pro\CaptureProcess.exe""","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",DT-800421,GLOBAL\Aaron.dixon
2023-09-11 09:36:12,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Data.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:11,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Management.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:11,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Xml.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:11,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.Management.Infrastructure.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:11,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Numerics.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:11,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.DirectoryServices.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
2023-09-11 09:36:10,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Core.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91107,NT AUTHORITY\SYSTEM
2023-09-11 09:36:10,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""Microsoft.PowerShell.ConsoleHost.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-91107,NT AUTHORITY\SYSTEM
2023-09-11 09:36:10,ibcxap.manage.trendmicro.com,"""PowerShell.exe"" -ExecutionPolicy Bypass .\MMDActionEngine.ps1","[""System.Management.Automation.ni.dll""]",APPLICATION_CONTROL_VIOLATION,"[""Assessment (Allow)""]",LT-50444,NT AUTHORITY\SYSTEM
